Ath_Gene,Ath_Transcript,Ptr_Gene,Ptr_Transcript,Identity,Coverage,Evalue,Bitscore
AT3G46740,AT3G46740.1,Potri.001G072800,Potri.001G072800.1,79.582,98,0,1296
AT3G46750,AT3G46750.1,Potri.001G243900,Potri.001G243900.5,32.618,98,1.63e-44,160
AT3G46760,AT3G46760.1,Potri.009G035701,Potri.009G035701.1,59.259,93,1.06e-131,388
AT3G46780,AT3G46780.1,Potri.001G244800,Potri.001G244800.1,63.931,99,0,590
AT3G46790,AT3G46790.1,Potri.009G037600,Potri.009G037600.1,75.498,99,0,997
AT3G46800,AT3G46800.1,Potri.016G057800,Potri.016G057800.2,33.844,90,1.93e-77,261
AT3G46810,AT3G46810.1,Potri.016G057800,Potri.016G057800.2,34.087,89,1.9e-75,256
AT3G46820,AT3G46820.1,Potri.010G197600,Potri.010G197600.1,81.994,99,0,548
AT3G46830,AT3G46830.1,Potri.006G000300,Potri.006G000300.1,88.991,100,1.74e-144,402
AT3G46840,AT3G46840.1,Potri.009G038001,Potri.009G038001.2,59.203,98,0,837
AT3G46850,AT3G46850.1,Potri.009G038001,Potri.009G038001.2,58.104,98,0,839
AT3G46860,AT3G46860.1,Potri.010G075501,Potri.010G075501.1,51.562,74,2.11e-15,65.1
AT3G46870,AT3G46870.1,Potri.009G038200,Potri.009G038200.2,69.412,97,1.57e-123,352
AT3G46890,AT3G46890.1,Potri.009G038500,Potri.009G038500.1,52.973,90,9.51e-46,150
AT3G46900,AT3G46900.1,Potri.009G038700,Potri.009G038700.1,54.487,97,4.42e-50,158
AT3G46910,AT3G46910.1,Potri.004G132900,Potri.004G132900.2,35.983,94,1.56e-32,125
AT3G46920,AT3G46920.1,Potri.006G190200,Potri.006G190200.1,53.431,96,0,665
AT3G46930,AT3G46930.1,Potri.007G085300,Potri.007G085300.4,46.429,100,6.79e-161,466
AT3G46940,AT3G46940.1,Potri.002G261900,Potri.002G261900.1,80.488,98,4.99e-89,259
AT3G46950,AT3G46950.1,Potri.004G013100,Potri.004G013100.1,37.218,56,2.01e-44,160
AT3G46960,AT3G46960.1,Potri.009G041200,Potri.009G041200.5,71.481,100,0,2015
AT3G46970,AT3G46970.1,Potri.009G041800,Potri.009G041800.1,83.937,98,0,1477
AT3G46980,AT3G46980.3,Potri.001G248200,Potri.001G248200.1,76.858,88,0,703
AT3G46990,AT3G46990.1,Potri.009G042200,Potri.009G042200.5,42.615,97,1.09e-110,342
AT3G47000,AT3G47000.1,Potri.009G042800,Potri.009G042800.1,72.517,99,0,933
AT3G47010,AT3G47010.1,Potri.009G042800,Potri.009G042800.1,70.413,99,0,907
AT3G47040,AT3G47040.2,Potri.009G042800,Potri.009G042800.1,67.818,99,0,887
AT3G47050,AT3G47050.1,Potri.009G042800,Potri.009G042800.1,70.132,99,0,889
AT3G47060,AT3G47060.1,Potri.009G043100,Potri.009G043100.7,76.834,95,0,1129
AT3G47070,AT3G47070.1,Potri.009G043600,Potri.009G043600.1,53.425,70,1.07e-18,74.3
AT3G47080,AT3G47080.1,Potri.001G250100,Potri.001G250100.6,44.554,98,1.1e-137,411
AT3G47090,AT3G47090.1,Potri.008G007866,Potri.008G007866.1,45.537,97,0,829
AT3G47110,AT3G47110.1,Potri.008G007866,Potri.008G007866.1,47.743,95,0,848
AT3G47120,AT3G47120.1,Potri.009G044900,Potri.009G044900.2,77.401,50,1.45e-90,276
AT3G47160,AT3G47160.2,Potri.009G045400,Potri.009G045400.1,74.419,100,1.78e-143,402
AT3G47170,AT3G47170.1,Potri.019G126400,Potri.019G126400.1,41.164,99,5.72e-117,352
AT3G47180,AT3G47180.1,Potri.005G180300,Potri.005G180300.1,52.695,76,7.36e-37,128
AT3G47190,AT3G47190.1,Potri.001G278200,Potri.001G278200.1,47.929,98,4.39e-103,306
AT3G47200,AT3G47200.1,Potri.004G187100,Potri.004G187100.1,39.958,97,7.9e-114,343
AT3G47210,AT3G47210.1,Potri.004G187100,Potri.004G187100.1,43.038,81,2.89e-102,314
AT3G47220,AT3G47220.1,Potri.001G252100,Potri.001G252100.1,41.952,99,1.62e-132,398
AT3G47250,AT3G47250.1,Potri.004G187100,Potri.004G187100.1,45.497,89,9.06e-127,377
AT3G47290,AT3G47290.1,Potri.001G252100,Potri.001G252100.1,42.981,99,1.74e-145,431
AT3G47300,AT3G47300.1,Potri.016G117600,Potri.016G117600.1,62.037,93,3.26e-93,272
AT3G47340,AT3G47340.1,Potri.009G072900,Potri.009G072900.2,84.264,100,0,1055
AT3G47350,AT3G47350.2,Potri.012G102000,Potri.012G102000.1,53.846,80,4.52e-93,280
AT3G47360,AT3G47360.1,Potri.015G100000,Potri.015G100000.1,52,97,2.52e-104,307
AT3G47370,AT3G47370.2,Potri.015G129800,Potri.015G129800.1,90,98,9.39e-75,218
AT3G47380,AT3G47380.1,Potri.015G128700,Potri.015G128700.1,58.96,85,2.55e-71,215
AT3G47390,AT3G47390.1,Potri.019G054000,Potri.019G054000.1,73.322,98,0,890
AT3G47400,AT3G47400.1,Potri.015G127800,Potri.015G127800.1,62.669,87,0,650
AT3G47420,AT3G47420.1,Potri.001G124200,Potri.001G124200.1,73.524,99,0,740
AT3G47430,AT3G47430.1,Potri.001G124400,Potri.001G124400.1,73.894,99,6.87e-116,330
AT3G47440,AT3G47440.1,Potri.003G108500,Potri.003G108500.1,63.672,99,6.15e-111,320
AT3G47450,AT3G47450.1,Potri.001G124900,Potri.001G124900.1,66.55,100,0,751
AT3G47460,AT3G47460.1,Potri.001G125000,Potri.001G125000.3,76.26,99,0,1811
AT3G47470,AT3G47470.1,Potri.015G062200,Potri.015G062200.2,84.064,99,3.47e-159,442
AT3G47480,AT3G47480.1,Potri.004G122900,Potri.004G122900.2,31.633,98,1.23e-12,64.3
AT3G47490,AT3G47490.1,Potri.009G004200,Potri.009G004200.1,85.271,55,6.22e-82,243
AT3G47500,AT3G47500.1,Potri.004G121800,Potri.004G121800.1,45.315,99,3.15e-111,337
AT3G47510,AT3G47510.1,Potri.015G062300,Potri.015G062300.2,42.529,90,9.99e-12,56.2
AT3G47520,AT3G47520.1,Potri.017G102000,Potri.017G102000.1,76.57,99,0,617
AT3G47530,AT3G47530.1,Potri.003G074500,Potri.003G074500.1,63.212,98,0,750
AT3G47540,AT3G47540.2,Potri.019G094100,Potri.019G094100.1,52.511,70,4.38e-69,216
AT3G47550,AT3G47550.3,Potri.010G169200,Potri.010G169200.4,62.116,100,2.77e-106,311
AT3G47560,AT3G47560.2,Potri.018G068000,Potri.018G068000.1,54.125,95,4.02e-112,328
AT3G47570,AT3G47570.1,Potri.011G102800,Potri.011G102800.1,47.219,97,0,869
AT3G47580,AT3G47580.1,Potri.018G020000,Potri.018G020000.1,44.845,98,0,837
AT3G47590,AT3G47590.1,Potri.018G068000,Potri.018G068000.1,62.593,85,6.1e-125,360
AT3G47600,AT3G47600.1,Potri.017G082500,Potri.017G082500.1,52.493,96,7.44e-111,325
AT3G47610,AT3G47610.1,Potri.012G068900,Potri.012G068900.3,61.282,90,7.67e-152,435
AT3G47620,AT3G47620.1,Potri.004G046300,Potri.004G046300.1,44.737,92,5.89e-82,260
AT3G47630,AT3G47630.2,Potri.001G076200,Potri.001G076200.4,72.424,99,2.85e-173,484
AT3G47640,AT3G47640.1,Potri.003G074400,Potri.003G074400.1,51.316,91,7.09e-61,191
AT3G47650,AT3G47650.1,Potri.018G068300,Potri.018G068300.1,58.929,80,1.08e-43,140
AT3G47660,AT3G47660.1,Potri.001G276900,Potri.001G276900.9,46.043,98,0,776
AT3G47670,AT3G47670.1,Potri.003G123500,Potri.003G123500.1,42.915,86,1.25e-47,159
AT3G47675,AT3G47675.1,Potri.010G202900,Potri.010G202900.1,46.067,92,5.44e-15,69.3
AT3G47690,AT3G47690.1,Potri.012G069400,Potri.012G069400.1,72.527,95,6.55e-151,423
AT3G47700,AT3G47700.1,Potri.015G063100,Potri.015G063100.1,57.949,96,0,914
AT3G47710,AT3G47710.1,Potri.017G081300,Potri.017G081300.1,65.591,98,1.39e-31,106
AT3G47720,AT3G47720.1,Potri.012G081100,Potri.012G081100.1,42.403,83,1.14e-67,216
AT3G47730,AT3G47730.1,Potri.012G069800,Potri.012G069800.1,67.256,97,0,1346
AT3G47740,AT3G47740.1,Potri.012G069700,Potri.012G069700.2,59.833,100,0,1173
AT3G47750,AT3G47750.1,Potri.012G069700,Potri.012G069700.2,59.895,99,0,1162
AT3G47760,AT3G47760.1,Potri.012G069700,Potri.012G069700.2,57.94,99,0,1077
AT3G47770,AT3G47770.1,Potri.012G069700,Potri.012G069700.2,57.023,99,0,1088
AT3G47780,AT3G47780.1,Potri.012G069700,Potri.012G069700.2,63.263,99,0,1245
AT3G47790,AT3G47790.1,Potri.015G063400,Potri.015G063400.3,60.064,99,0,1140
AT3G47800,AT3G47800.1,Potri.012G128800,Potri.012G128800.1,66.467,93,1.31e-162,459
AT3G47810,AT3G47810.2,Potri.001G354000,Potri.001G354000.1,88.235,98,1.65e-123,347
AT3G47820,AT3G47820.1,Potri.015G071200,Potri.015G071200.1,52.82,98,1.33e-171,496
AT3G47830,AT3G47830.1,Potri.015G071300,Potri.015G071300.1,57.237,98,1.75e-118,343
AT3G47833,AT3G47833.1,Potri.015G072100,Potri.015G072100.1,73.684,97,2.66e-39,126
AT3G47840,AT3G47840.1,Potri.007G021700,Potri.007G021700.1,55.492,98,0,796
AT3G47850,AT3G47850.1,Potri.012G072600,Potri.012G072600.1,40.541,92,9.53e-55,184
AT3G47860,AT3G47860.1,Potri.001G420800,Potri.001G420800.1,70.227,86,1.83e-151,430
AT3G47870,AT3G47870.1,Potri.012G072000,Potri.012G072000.1,44.518,91,1.17e-67,213
AT3G47890,AT3G47890.1,Potri.012G071900,Potri.012G071900.1,57.524,99,0,1685
AT3G47910,AT3G47910.2,Potri.012G071900,Potri.012G071900.2,55.699,99,0,1693
AT3G47930,AT3G47930.1,Potri.016G040300,Potri.016G040300.1,78.902,95,0,935
AT3G47940,AT3G47940.1,Potri.015G066100,Potri.015G066100.1,67.318,100,5.46e-159,449
AT3G47950,AT3G47950.1,Potri.012G071600,Potri.012G071600.7,93.194,99,0,1799
AT3G47960,AT3G47960.1,Potri.012G071500,Potri.012G071500.1,62.833,93,0,811
AT3G47980,AT3G47980.1,Potri.015G065500,Potri.015G065500.1,66.507,78,5.32e-93,274
AT3G47990,AT3G47990.1,Potri.012G079600,Potri.012G079600.2,73.654,96,0,537
AT3G48000,AT3G48000.1,Potri.015G074100,Potri.015G074100.1,80.19,97,0,895
AT3G48010,AT3G48010.1,Potri.017G067000,Potri.017G067000.1,65.686,99,0,972
AT3G48020,AT3G48020.1,Potri.015G073800,Potri.015G073800.2,43.046,93,9.35e-27,98.6
AT3G48030,AT3G48030.1,Potri.012G078200,Potri.012G078200.1,42.759,75,3.92e-54,182
AT3G48040,AT3G48040.1,Potri.015G073000,Potri.015G073000.1,87.923,99,3.82e-139,388
AT3G48050,AT3G48050.1,Potri.012G077500,Potri.012G077500.4,53.365,99,0,1480
AT3G48060,AT3G48060.1,Potri.012G077500,Potri.012G077500.4,52.252,99,0,1442
AT3G48070,AT3G48070.2,Potri.015G069400,Potri.015G069400.1,46.328,90,1e-81,253
AT3G48080,AT3G48080.1,Potri.012G074700,Potri.012G074700.1,43.17,91,8.81e-142,426
AT3G48090,AT3G48090.1,Potri.015G069600,Potri.015G069600.1,43.252,95,4.85e-143,428
AT3G48100,AT3G48100.1,Potri.015G070000,Potri.015G070000.2,65.405,99,2.67e-77,231
AT3G48110,AT3G48110.1,Potri.014G049200,Potri.014G049200.1,74.885,100,0,1677
AT3G48120,AT3G48120.1,Potri.015G070100,Potri.015G070100.1,55.102,99,1.01e-92,280
AT3G48140,AT3G48140.1,Potri.012G074900,Potri.012G074900.2,74.118,96,1.26e-43,137
AT3G48150,AT3G48150.1,Potri.012G075000,Potri.012G075000.1,79.412,99,0,985
AT3G48160,AT3G48160.2,Potri.015G070300,Potri.015G070300.2,55.319,91,2.37e-134,390
AT3G48170,AT3G48170.1,Potri.015G070600,Potri.015G070600.2,81.151,100,0,884
AT3G48180,AT3G48180.1,Potri.015G070700,Potri.015G070700.1,51.948,99,7.8e-21,78.6
AT3G48190,AT3G48190.1,Potri.015G076650,Potri.015G076650.3,60.149,79,0,3679
AT3G48195,AT3G48195.1,Potri.015G078275,Potri.015G078275.1,45.892,99,0,797
AT3G48200,AT3G48200.1,Potri.015G079000,Potri.015G079000.1,59.927,100,0,1263
AT3G48210,AT3G48210.1,Potri.015G080900,Potri.015G080900.8,47.267,97,8.5e-84,255
AT3G48230,AT3G48230.1,Potri.019G024100,Potri.019G024100.4,51.662,97,5.89e-135,393
AT3G48240,AT3G48240.1,Potri.012G085000,Potri.012G085000.2,60.294,72,4.48e-47,152
AT3G48250,AT3G48250.1,Potri.015G084800,Potri.015G084800.1,56.28,99,0,718
AT3G48260,AT3G48260.1,Potri.012G086700,Potri.012G086700.1,60.177,97,0,624
AT3G48270,AT3G48270.1,Potri.015G085800,Potri.015G085800.1,47.154,98,2.25e-167,483
AT3G48280,AT3G48280.1,Potri.015G085800,Potri.015G085800.1,44.96,99,9.3e-165,476
AT3G48290,AT3G48290.2,Potri.015G085800,Potri.015G085800.1,44.204,97,1.22e-156,456
AT3G48300,AT3G48300.1,Potri.015G085800,Potri.015G085800.1,45.082,98,1.73e-158,460
AT3G48310,AT3G48310.1,Potri.015G085800,Potri.015G085800.1,46.598,97,3.18e-164,475
AT3G48320,AT3G48320.1,Potri.015G085800,Potri.015G085800.1,46.914,97,1.72e-165,478
AT3G48330,AT3G48330.1,Potri.012G090300,Potri.012G090300.1,75.546,99,6.52e-134,379
AT3G48340,AT3G48340.1,Potri.015G087400,Potri.015G087400.1,66.942,100,0,508
AT3G48350,AT3G48350.1,Potri.015G087400,Potri.015G087400.1,67.59,99,0,511
AT3G48360,AT3G48360.1,Potri.012G091400,Potri.012G091400.1,58.38,98,2.63e-146,419
AT3G48380,AT3G48380.3,Potri.015G088200,Potri.015G088200.1,62.085,99,0,817
AT3G48390,AT3G48390.1,Potri.012G091900,Potri.012G091900.3,74.917,95,0,931
AT3G48400,AT3G48400.1,Potri.016G057800,Potri.016G057800.2,32.55,96,6.29e-76,256
AT3G48410,AT3G48410.1,Potri.010G237733,Potri.010G237733.2,57.895,88,9.6e-153,435
AT3G48420,AT3G48420.1,Potri.015G088500,Potri.015G088500.2,83.688,88,1.79e-164,461
AT3G48425,AT3G48425.1,Potri.015G088900,Potri.015G088900.2,74.862,97,0,560
AT3G48430,AT3G48430.1,Potri.015G089000,Potri.015G089000.1,62.629,95,0,857
AT3G48440,AT3G48440.1,Potri.012G092500,Potri.012G092500.2,49.522,89,3.12e-128,380
AT3G48450,AT3G48450.1,Potri.015G089201,Potri.015G089201.1,53.571,93,3.17e-21,80.1
AT3G48460,AT3G48460.1,Potri.015G089700,Potri.015G089700.1,64.103,90,2.06e-169,478
AT3G48470,AT3G48470.1,Potri.015G090700,Potri.015G090700.1,57.02,99,0,1127
AT3G48480,AT3G48480.1,Potri.010G180300,Potri.010G180300.2,51.685,88,6.22e-93,278
AT3G48490,AT3G48490.1,Potri.015G091100,Potri.015G091100.1,37.589,92,9.91e-15,67.4
AT3G48500,AT3G48500.2,Potri.015G091700,Potri.015G091700.1,72.068,92,0,942
AT3G48510,AT3G48510.1,Potri.015G091900,Potri.015G091900.1,46.746,99,2.71e-75,233
AT3G48520,AT3G48520.1,Potri.012G096800,Potri.012G096800.1,62.227,98,0,645
AT3G48530,AT3G48530.1,Potri.015G094700,Potri.015G094700.1,74.265,95,0,627
AT3G48540,AT3G48540.1,Potri.015G096400,Potri.015G096400.1,75.877,97,1.72e-129,365
AT3G48550,AT3G48550.1,Potri.012G097901,Potri.012G097901.2,50.811,98,6.96e-49,156
AT3G48560,AT3G48560.1,Potri.015G097200,Potri.015G097200.1,81.019,97,0,1083
AT3G48570,AT3G48570.1,Potri.012G098400,Potri.012G098400.1,85.714,100,9.57e-40,125
AT3G48580,AT3G48580.1,Potri.002G244200,Potri.002G244200.1,42.403,95,2.55e-67,211
AT3G48590,AT3G48590.1,Potri.015G097400,Potri.015G097400.1,78.571,99,7.55e-112,321
AT3G48610,AT3G48610.1,Potri.012G099300,Potri.012G099300.1,79.102,98,0,843
AT3G48620,AT3G48620.1,Potri.009G017100,Potri.009G017100.2,59.596,91,1.63e-104,310
AT3G48660,AT3G48660.1,Potri.003G170400,Potri.003G170400.1,82.609,77,8.19e-36,116
AT3G48670,AT3G48670.1,Potri.010G202700,Potri.010G202700.1,57.704,98,0,739
AT3G48680,AT3G48680.1,Potri.012G100400,Potri.012G100400.1,81.224,95,3.78e-147,412
AT3G48690,AT3G48690.1,Potri.009G104300,Potri.009G104300.1,55.172,98,1.29e-119,347
AT3G48700,AT3G48700.1,Potri.009G104300,Potri.009G104300.1,52.599,99,7.91e-117,340
AT3G48720,AT3G48720.1,Potri.015G100800,Potri.015G100800.1,58.685,99,0,537
AT3G48730,AT3G48730.1,Potri.015G101100,Potri.015G101100.1,82.083,100,0,808
AT3G48740,AT3G48740.1,Potri.015G101700,Potri.015G101700.1,54.737,98,1.68e-105,308
AT3G48750,AT3G48750.1,Potri.004G133500,Potri.004G133500.6,87.119,100,0,540
AT3G48760,AT3G48760.1,Potri.015G101900,Potri.015G101900.1,57.143,95,0,535
AT3G48770,AT3G48770.1,Potri.015G102700,Potri.015G102700.2,55.234,90,0,1889
AT3G48780,AT3G48780.1,Potri.012G104500,Potri.012G104500.1,83.061,100,0,868
AT3G48790,AT3G48790.1,Potri.012G104500,Potri.012G104500.1,77.485,95,0,554
AT3G48800,AT3G48800.1,Potri.015G104000,Potri.015G104000.1,42.647,100,5.38e-61,196
AT3G48810,AT3G48810.1,Potri.010G148750,Potri.010G148750.1,55.919,98,0,727
AT3G48820,AT3G48820.1,Potri.015G104100,Potri.015G104100.1,80.543,100,0,754
AT3G48830,AT3G48830.1,Potri.012G105000,Potri.012G105000.1,63.951,56,0,646
AT3G48850,AT3G48850.1,Potri.015G104400,Potri.015G104400.2,69.801,96,0,520
AT3G48860,AT3G48860.2,Potri.012G105400,Potri.012G105400.3,66.724,99,0,648
AT3G48870,AT3G48870.1,Potri.012G105900,Potri.012G105900.4,84.875,96,0,1518
AT3G48880,AT3G48880.1,Potri.012G137700,Potri.012G137700.1,63.667,97,1.26e-136,389
AT3G48890,AT3G48890.1,Potri.012G137800,Potri.012G137800.1,73.936,79,1.64e-95,278
AT3G48900,AT3G48900.2,Potri.015G142800,Potri.015G142800.5,55.229,99,0,634
AT3G48920,AT3G48920.1,Potri.015G143400,Potri.015G143400.2,44.656,94,3.22e-59,190
AT3G48930,AT3G48930.1,Potri.018G115400,Potri.018G115400.2,90.683,100,3.92e-95,272
AT3G48940,AT3G48940.1,Potri.015G143600,Potri.015G143600.1,70.064,89,1.82e-67,204
AT3G48950,AT3G48950.1,Potri.017G145902,Potri.017G145902.1,68.894,92,0,659
AT3G48960,AT3G48960.1,Potri.001G131000,Potri.001G131000.2,78.061,95,5.35e-112,319
AT3G48970,AT3G48970.1,Potri.015G144300,Potri.015G144300.1,74.468,100,1.88e-61,186
AT3G48980,AT3G48980.1,Potri.015G144400,Potri.015G144400.3,60.437,93,0,658
AT3G48990,AT3G48990.1,Potri.015G144700,Potri.015G144700.1,79.767,99,0,820
AT3G49000,AT3G49000.1,Potri.015G144900,Potri.015G144900.7,47.398,99,6.49e-162,471
AT3G49010,AT3G49010.1,Potri.001G131000,Potri.001G131000.2,85.714,95,8.44e-128,359
AT3G49020,AT3G49020.1,Potri.011G024300,Potri.011G024300.3,30,85,7.86e-26,110
AT3G49040,AT3G49040.1,Potri.011G024200,Potri.011G024200.20,30,59,2.44e-15,77.8
AT3G49050,AT3G49050.1,Potri.012G142700,Potri.012G142700.1,72.727,99,0,686
AT3G49055,AT3G49055.1,Potri.015G146100,Potri.015G146100.1,41.3,96,4.76e-84,270
AT3G49060,AT3G49060.1,Potri.012G143100,Potri.012G143100.1,47.66,99,0,727
AT3G49070,AT3G49070.1,Potri.015G147400,Potri.015G147400.3,47.606,82,1.19e-102,310
AT3G49080,AT3G49080.1,Potri.012G144700,Potri.012G144700.1,68.864,61,2.86e-120,357
AT3G49100,AT3G49100.1,Potri.002G043600,Potri.002G043600.1,90.385,100,5.51e-68,199
AT3G49110,AT3G49110.1,Potri.001G011200,Potri.001G011200.1,58.876,95,4.19e-144,412
AT3G49120,AT3G49120.1,Potri.001G011200,Potri.001G011200.1,59.347,95,1.41e-145,416
AT3G49140,AT3G49140.1,Potri.017G148600,Potri.017G148600.1,46.809,99,2.43e-148,434
AT3G49142,AT3G49142.1,Potri.005G005700,Potri.005G005700.1,65.321,97,0,912
AT3G49160,AT3G49160.1,Potri.012G002500,Potri.012G002500.1,63.594,88,0,800
AT3G49170,AT3G49170.1,Potri.015G018700,Potri.015G018700.1,60.92,99,0,1074
AT3G49180,AT3G49180.1,Potri.014G027200,Potri.014G027200.1,56.659,98,4.91e-177,503
AT3G49190,AT3G49190.1,Potri.012G014200,Potri.012G014200.1,53.036,92,0,533
AT3G49200,AT3G49200.1,Potri.012G014200,Potri.012G014200.1,56.175,96,0,556
AT3G49210,AT3G49210.1,Potri.012G014200,Potri.012G014200.1,53.089,99,0,551
AT3G49220,AT3G49220.1,Potri.015G013700,Potri.015G013700.1,68.558,100,0,862
AT3G49240,AT3G49240.1,Potri.012G015400,Potri.012G015400.6,61.626,96,0,707
AT3G49250,AT3G49250.1,Potri.015G012600,Potri.015G012600.2,57.248,95,4.77e-161,460
AT3G49260,AT3G49260.3,Potri.015G012500,Potri.015G012500.1,51.528,95,1.66e-102,314
AT3G49290,AT3G49290.1,Potri.012G016900,Potri.012G016900.2,71.429,99,2.72e-154,435
AT3G49310,AT3G49310.1,Potri.012G020500,Potri.012G020500.1,83.731,100,0,813
AT3G49320,AT3G49320.1,Potri.015G007900,Potri.015G007900.1,73.476,92,0,525
AT3G49340,AT3G49340.1,Potri.011G064900,Potri.011G064900.1,54.706,99,6.72e-131,377
AT3G49350,AT3G49350.1,Potri.012G024500,Potri.012G024500.1,66.922,94,0,657
AT3G49360,AT3G49360.1,Potri.012G024400,Potri.012G024400.1,59.274,94,2.13e-103,303
AT3G49370,AT3G49370.1,Potri.012G023300,Potri.012G023300.1,66.003,99,0,799
AT3G49380,AT3G49380.1,Potri.002G178500,Potri.002G178500.1,37.402,60,2.35e-29,119
AT3G49390,AT3G49390.1,Potri.015G005400,Potri.015G005400.5,56.955,100,3.22e-148,423
AT3G49400,AT3G49400.1,Potri.012G021900,Potri.012G021900.1,47.996,100,0,832
AT3G49410,AT3G49410.1,Potri.017G007200,Potri.017G007200.4,49.644,96,0,549
AT3G49420,AT3G49420.1,Potri.017G036000,Potri.017G036000.2,85.106,100,6.9e-84,242
AT3G49430,AT3G49430.1,Potri.015G004600,Potri.015G004600.10,82.412,66,7.86e-111,322
AT3G49470,AT3G49470.1,Potri.015G003300,Potri.015G003300.1,82.166,72,4.31e-81,242
AT3G49500,AT3G49500.1,Potri.018G028100,Potri.018G028100.1,70.133,100,0,1778
AT3G49530,AT3G49530.1,Potri.015G004100,Potri.015G004100.1,52.424,66,4.35e-102,317
AT3G49550,AT3G49550.1,Potri.015G000900,Potri.015G000900.4,71.333,100,3.39e-73,216
AT3G49560,AT3G49560.1,Potri.012G004600,Potri.012G004600.3,58.394,98,8.45e-105,306
AT3G49570,AT3G49570.1,Potri.012G004500,Potri.012G004500.1,47.674,81,1.21e-17,72
AT3G49580,AT3G49580.1,Potri.012G004500,Potri.012G004500.1,48.649,71,1.28e-15,66.6
AT3G49590,AT3G49590.3,Potri.012G004400,Potri.012G004400.1,48.367,98,1.43e-143,431
AT3G49600,AT3G49600.1,Potri.005G179500,Potri.005G179500.10,60.558,99,0,1286
AT3G49601,AT3G49601.1,Potri.006G233000,Potri.006G233000.4,47.326,58,4.08e-73,249
AT3G49620,AT3G49620.1,Potri.007G047100,Potri.007G047100.6,64.072,91,2.53e-154,437
AT3G49630,AT3G49630.1,Potri.007G047100,Potri.007G047100.6,64.157,98,2.63e-158,446
AT3G49640,AT3G49640.1,Potri.007G047300,Potri.007G047300.1,34.137,75,7.57e-32,124
AT3G49645,AT3G49645.1,Potri.017G091300,Potri.017G091300.3,53.778,99,2.23e-72,220
AT3G49650,AT3G49650.1,Potri.001G436200,Potri.001G436200.17,34.615,53,4.31e-59,219
AT3G49660,AT3G49660.1,Potri.005G148500,Potri.005G148500.1,76.038,97,0,504
AT3G49670,AT3G49670.1,Potri.007G009200,Potri.007G009200.1,79.485,96,0,1548
AT3G49680,AT3G49680.1,Potri.007G008000,Potri.007G008000.5,73.923,100,0,617
AT3G49690,AT3G49690.1,Potri.007G007900,Potri.007G007900.1,51.064,97,1.71e-91,276
AT3G49700,AT3G49700.1,Potri.007G007800,Potri.007G007800.1,77.167,100,0,766
AT3G49710,AT3G49710.1,Potri.014G012500,Potri.014G012500.1,65.284,100,0,1011
AT3G49720,AT3G49720.1,Potri.009G082400,Potri.009G082400.7,74.131,98,1.34e-139,393
AT3G49725,AT3G49725.1,Potri.007G007700,Potri.007G007700.1,60.894,82,0,603
AT3G49730,AT3G49730.1,Potri.002G176100,Potri.002G176100.2,63.482,99,0,808
AT3G49740,AT3G49740.1,Potri.013G058900,Potri.013G058900.3,31.039,99,2.28e-116,376
AT3G49750,AT3G49750.1,Potri.014G012300,Potri.014G012300.1,74.532,97,1.51e-141,399
AT3G49760,AT3G49760.1,Potri.014G007100,Potri.014G007100.2,41.42,99,8.14e-36,123
AT3G49780,AT3G49780.1,Potri.007G006800,Potri.007G006800.1,58.025,98,1.31e-25,90.9
AT3G49790,AT3G49790.1,Potri.014G006800,Potri.014G006800.1,44,99,3.52e-111,332
AT3G49800,AT3G49800.1,Potri.014G008400,Potri.014G008400.1,48.276,99,8.92e-115,346
AT3G49810,AT3G49810.1,Potri.002G116600,Potri.002G116600.1,67.483,100,0,573
AT3G49830,AT3G49830.1,Potri.016G096800,Potri.016G096800.1,78.261,97,0,739
AT3G49840,AT3G49840.1,Potri.007G005500,Potri.007G005500.1,46.809,94,2.77e-141,414
AT3G49850,AT3G49850.1,Potri.014G004900,Potri.014G004900.2,55.405,98,2.68e-69,217
AT3G49860,AT3G49860.1,Potri.001G293100,Potri.001G293100.1,81.548,95,8.79e-98,281
AT3G49870,AT3G49870.1,Potri.009G087400,Potri.009G087400.1,91.351,100,6.08e-125,350
AT3G49880,AT3G49880.1,Potri.005G148800,Potri.005G148800.1,73.176,99,0,705
AT3G49890,AT3G49890.1,Potri.001G172500,Potri.001G172500.2,46.798,88,1.23e-48,159
AT3G49900,AT3G49900.2,Potri.005G149400,Potri.005G149400.2,44.342,74,1.46e-108,334
AT3G49910,AT3G49910.1,Potri.007G085200,Potri.007G085200.1,89.796,100,8.71e-96,273
AT3G49920,AT3G49920.1,Potri.005G146800,Potri.005G146800.1,55.235,100,4.89e-93,274
AT3G49930,AT3G49930.1,Potri.014G017300,Potri.014G017300.1,48.869,89,1.43e-51,167
AT3G49940,AT3G49940.1,Potri.007G053600,Potri.007G053600.1,63.424,99,6.42e-94,276
AT3G49950,AT3G49950.1,Potri.007G053500,Potri.007G053500.2,60.364,99,0,528
AT3G49960,AT3G49960.1,Potri.007G053400,Potri.007G053400.1,66.774,94,9.78e-158,445
AT3G49970,AT3G49970.1,Potri.007G053200,Potri.007G053200.2,56.706,99,0,611
AT3G49990,AT3G49990.1,Potri.005G234800,Potri.005G234800.1,50.916,99,4.09e-141,417
AT3G50000,AT3G50000.1,Potri.007G052800,Potri.007G052800.1,83.461,97,0,642
