Ligand_Ath,Receptor_Ath,Ligand_Ptr,Receptor_Ptr
AT5G45280,AT1G18280,Potri.004G233900,Potri.015G036201
AT5G45670,AT1G29510,Potri.011G076500,Potri.009G140900
AT5G45670,AT1G18280,Potri.011G076500,Potri.015G036201
AT5G45950,AT1G55260,Potri.004G051900,Potri.001G008500
AT5G48540,AT4G19370,Potri.002G249600,Potri.004G235000
AT5G48540,AT1G07560,Potri.002G249600,Potri.019G094700
AT5G48540,AT1G51800,Potri.002G249600,Potri.019G094700
AT5G49180,AT3G54920,Potri.010G010464,Potri.010G229000
AT5G49360,AT5G21170,Potri.010G141400,Potri.009G021600
AT5G51490,AT3G54920,Potri.015G127800,Potri.010G229000
AT5G51500,AT3G54920,Potri.015G127800,Potri.010G229000
AT5G51890,AT1G20850,Potri.005G108900,Potri.005G256000
AT5G53470,AT3G60720,Potri.015G010200,Potri.014G067000
AT5G53470,AT3G15730,Potri.015G010200,Potri.003G032800
AT5G53470,AT1G53910,Potri.015G010200,Potri.001G163700
AT5G55590,AT3G54920,Potri.001G365700,Potri.010G229000
AT5G56320,AT3G20190,Potri.001G001100,Potri.007G002000
AT5G56870,AT5G21170,Potri.006G144500,Potri.009G021600
AT5G57530,AT5G49270,Potri.013G005700,Potri.010G001100
AT5G57530,AT2G20520,Potri.013G005700,Potri.013G120600
AT5G57540,AT5G49270,Potri.013G005700,Potri.010G001100
AT5G57540,AT2G20520,Potri.013G005700,Potri.013G120600
AT5G58480,AT2G35980,Potri.009G076500,Potri.016G071600
AT5G58480,AT4G26540,Potri.009G076500,Potri.011G164800
AT5G59090,AT1G61590,Potri.009G038001,Potri.003G105400
AT5G59090,AT2G32270,Potri.009G038001,Potri.010G173300
AT5G59090,AT3G22600,Potri.009G038001,Potri.010G085400
AT5G59305,AT5G61480,Potri.001G237700,Potri.003G107600
AT5G60020,AT5G15630,Potri.001G401300,Potri.015G060100
AT5G60020,AT4G18780,Potri.001G401300,Potri.004G059600
AT5G60020,AT5G44030,Potri.001G401300,Potri.002G257900
AT5G60020,AT5G03170,Potri.001G401300,Potri.016G088700
AT5G60020,AT5G17420,Potri.001G401300,Potri.006G181900
AT5G60640,AT3G63080,Potri.009G013600,Potri.014G138800
AT5G61250,AT1G24140,Potri.015G049100,Potri.012G104600
AT5G61250,AT2G45040,Potri.015G049100,Potri.014G058200
AT5G61250,AT1G59970,Potri.015G049100,Potri.015G103900
AT5G61250,AT1G70170,Potri.015G049100,Potri.012G104600
AT5G61250,AT4G16640,Potri.015G049100,Potri.001G157500
AT5G61680,AT2G27810,Potri.012G113433,Potri.009G148600
AT5G63800,AT5G09870,Potri.005G069200,Potri.007G076500
AT5G63800,AT3G46550,Potri.005G069200,Potri.006G174900
AT5G63800,AT2G35620,Potri.005G069200,Potri.001G129000
AT5G64720,AT1G31820,Potri.001G306600,Potri.003G103600
AT5G65730,AT1G11820,Potri.007G008500,Potri.011G006100
AT5G65870,AT5G53890,Potri.007G006800,Potri.011G116900
AT5G65870,AT3G25717,Potri.007G006800,Potri.008G116700
AT5G65870,AT4G13395,Potri.007G006800,Potri.018G072101
AT5G65870,AT2G02220,Potri.007G006800,Potri.008G144700
AT5G67070,AT1G55910,Potri.005G139100,Potri.001G366100
AT5G67400,AT1G70460,Potri.007G053400,Potri.008G189700
AT5G67400,AT3G60280,Potri.007G053400,Potri.014G049600
AT5G67400,AT4G34580,Potri.007G053400,Potri.004G157600
AT5G67400,AT2G20520,Potri.007G053400,Potri.013G120600
AT5G67400,AT4G29180,Potri.007G053400,Potri.019G094700
AT1G14700,AT1G07550,Potri.008G139125,Potri.019G094700
AT1G14700,AT1G12460,Potri.008G139125,Potri.001G114500
AT1G14700,AT2G28960,Potri.008G139125,Potri.019G094600
AT1G14700,AT4G31250,Potri.008G139125,Potri.018G002600
AT1G14700,AT5G16900,Potri.008G139125,Potri.019G094600
AT1G14700,AT5G65710,Potri.008G139125,Potri.004G049100
AT3G12490,AT3G56170,Potri.003G192200,Potri.008G074800
AT1G75880,AT4G35580,Potri.005G242800,Potri.011G149300
AT5G67210,AT4G35580,Potri.005G141300,Potri.011G149300
AT1G16950,AT4G35580,Potri.004G061300,Potri.011G149300
AT4G28780,AT4G35580,Potri.002G253400,Potri.011G149300
AT1G14700,AT2G23200,Potri.008G139125,Potri.005G143200
AT1G14700,AT2G41820,Potri.008G139125,Potri.006G051700
AT1G14700,AT4G37220,Potri.008G139125,Potri.007G033801
AT1G14700,AT2G19130,Potri.008G139125,Potri.019G119200
AT1G14700,AT1G61370,Potri.008G139125,Potri.011G039100
AT1G06225,AT2G26180,Potri.013G119100,Potri.006G226600
AT3G22060,AT2G26180,Potri.007G120500,Potri.006G226600
AT1G14700,AT5G53130,Potri.008G139125,Potri.015G019100
AT1G14700,AT2G23980,Potri.008G139125,Potri.018G106100
AT1G14700,AT4G34460,Potri.008G139125,Potri.004G153700
AT3G01610,AT3G09840,Potri.013G151600,Potri.015G080600
AT1G06225,AT1G31812,Potri.013G119100,Potri.001G130200
AT4G23170,AT3G43810,Potri.011G028400,Potri.016G024700
AT1G14700,AT4G23210,Potri.008G139125,Potri.004G025200
AT1G14700,AT4G31110,Potri.008G139125,Potri.003G185688
AT1G14700,AT5G12480,Potri.008G139125,Potri.001G257100
AT1G14700,AT1G77380,Potri.008G139125,Potri.002G079500
AT3G14210,AT4G26090,Potri.007G133500,Potri.006G147100
AT2G29960,AT1G13980,Potri.009G046500,Potri.017G078900
AT1G14700,AT1G44100,Potri.008G139125,Potri.002G080066
AT1G14700,AT4G23270,Potri.008G139125,Potri.011G028400
AT1G14700,AT5G49760,Potri.008G139125,Potri.004G231700
AT1G14700,AT1G69850,Potri.008G139125,Potri.010G034300
AT1G14700,AT4G23220,Potri.008G139125,Potri.004G025200
AT1G78860,AT4G30360,Potri.011G110500,Potri.018G097600
AT1G14700,AT4G10850,Potri.008G139125,Potri.003G143100
AT1G14700,AT5G57940,Potri.008G139125,Potri.018G106100
AT1G14700,AT1G79670,Potri.008G139125,Potri.001G039200
AT1G14700,AT2G23450,Potri.008G139125,Potri.005G130900
AT2G45220,AT5G08080,Potri.002G145500,Potri.019G036700
AT1G14700,AT1G70300,Potri.008G139125,Potri.010G094300
AT2G01880,AT5G67130,Potri.008G139125,Potri.005G140100
AT1G14700,AT5G05170,Potri.008G139125,Potri.001G266400
AT1G14700,AT5G12420,Potri.008G139125,Potri.012G014200
AT1G14700,AT5G48380,Potri.008G139125,Potri.002G240000
AT2G01890,AT4G23640,Potri.008G139125,Potri.003G133900
AT1G14700,AT5G24010,Potri.008G139125,Potri.004G079700
AT1G14700,AT5G16590,Potri.008G139125,Potri.004G086100
AT1G14700,AT5G59700,Potri.008G139125,Potri.009G026600
AT1G06225,AT5G06320,Potri.013G119100,Potri.006G204300
AT3G50220,AT5G06320,Potri.005G141300,Potri.006G204300
AT1G14700,AT3G17690,Potri.008G139125,Potri.015G034000
AT1G14700,AT3G20190,Potri.008G139125,Potri.007G002000
AT1G06225,AT1G21240,Potri.013G119100,Potri.002G075951
AT3G50220,AT1G21240,Potri.005G141300,Potri.002G075951
AT1G14700,AT1G24400,Potri.008G139125,Potri.008G179000
AT1G14700,AT5G49770,Potri.008G139125,Potri.004G231700
AT1G14700,AT5G10530,Potri.008G139125,Potri.003G094700
AT1G14700,AT5G01540,Potri.008G139125,Potri.006G103200
AT1G14700,AT3G45430,Potri.008G139125,Potri.009G035500
AT1G06225,AT3G48890,Potri.013G119100,Potri.012G137800
AT1G14700,AT3G49190,Potri.008G139125,Potri.012G014200
AT1G14700,AT3G02880,Potri.008G139125,Potri.004G086100
AT1G14700,AT1G18880,Potri.008G139125,Potri.012G071500
AT1G14700,AT3G05360,Potri.008G139125,Potri.012G020600
AT1G02900,AT3G51550,Potri.005G025800,Potri.016G138700
AT1G54010,AT2G40270,Potri.013G065100,Potri.010G185300
AT5G53470,AT1G53910,Potri.015G010200,Potri.001G163700
AT1G14700,AT4G20390,Potri.008G139125,Potri.001G442300
AT1G14700,AT1G61610,Potri.008G139125,Potri.011G037300
AT1G14700,AT4G04540,Potri.008G139125,Potri.011G029800
AT1G05260,AT2G01950,Potri.007G122100,Potri.008G140500
AT5G15230,AT2G01950,Potri.017G083000,Potri.008G140500
AT2G28100,AT2G01950,Potri.009G006900,Potri.008G140500
AT1G54010,AT2G01950,Potri.013G065100,Potri.008G140500
AT3G14220,AT2G01950,Potri.007G133500,Potri.008G140500
AT1G13750,AT2G01950,Potri.010G158250,Potri.008G140500
AT3G16370,AT2G01950,Potri.001G191400,Potri.008G140500
AT4G21960,AT2G01950,Potri.004G015300,Potri.008G140500
AT4G36360,AT2G01950,Potri.007G018100,Potri.008G140500
AT3G13750,AT2G01950,Potri.003G038500,Potri.008G140500
AT1G14700,AT3G59740,Potri.008G139125,Potri.003G196600
AT4G28250,AT3G11820,Potri.013G134300,Potri.006G202200
AT1G14700,AT2G39060,Potri.008G139125,Potri.019G030500
AT2G38540,AT5G37780,Potri.004G086500,Potri.016G024700
AT2G29960,AT1G13980,Potri.009G046500,Potri.017G078900
AT2G03670,AT4G34460,Potri.001G128700,Potri.004G153700
AT5G03260,AT4G01010,Potri.004G156400,Potri.002G170000
AT5G53470,AT3G15730,Potri.015G010200,Potri.003G032800
AT5G04200,AT3G09840,Potri.006G026450,Potri.015G080600
AT5G04200,AT1G04750,Potri.006G026450,Potri.003G177700
AT5G04200,AT2G18960,Potri.006G026450,Potri.018G090300
AT5G04200,AT3G61260,Potri.006G026450,Potri.014G081300
AT3G12490,AT2G40410,Potri.003G192200,Potri.008G074800
AT1G28490,AT3G11820,Potri.004G050800,Potri.006G202200
AT1G53130,AT1G50610,Potri.011G118600,Potri.007G002000
AT1G06225,AT1G31812,Potri.013G119100,Potri.001G130200
AT1G06225,AT5G06320,Potri.013G119100,Potri.006G204300
AT1G06225,AT2G26180,Potri.013G119100,Potri.006G226600
AT1G06225,AT3G48890,Potri.013G119100,Potri.012G137800
AT1G06225,AT1G21240,Potri.013G119100,Potri.002G075951
AT4G23170,AT5G37780,Potri.011G028400,Potri.016G024700
AT4G23170,AT3G43810,Potri.011G028400,Potri.016G024700
AT3G14210,AT4G26090,Potri.007G133500,Potri.006G147100
AT5G67210,AT4G35580,Potri.005G141300,Potri.011G149300
AT3G13790,AT4G34460,Potri.006G227400,Potri.004G153700
AT5G64120,AT3G26090,Potri.016G125000,Potri.008G181500
AT5G57560,AT3G26090,Potri.013G005700,Potri.008G181500
AT5G51890,AT3G26090,Potri.005G108900,Potri.008G181500
AT5G14180,AT3G26090,Potri.001G332300,Potri.008G181500
AT4G08950,AT3G26090,Potri.002G098600,Potri.008G181500
AT4G08770,AT3G26090,Potri.001G011200,Potri.008G181500
AT3G49120,AT3G26090,Potri.001G011200,Potri.008G181500
AT3G32980,AT3G26090,Potri.001G011200,Potri.008G181500
AT3G14210,AT3G26090,Potri.007G133500,Potri.008G181500
AT3G01610,AT3G26090,Potri.013G151600,Potri.008G181500
AT1G78670,AT3G26090,Potri.003G026800,Potri.008G181500
AT2G06850,AT2G26300,Potri.001G071000,Potri.018G048600
AT2G20875,AT2G26330,Potri.013G136100,Potri.006G220100
AT1G34245,AT2G26330,Potri.013G116600,Potri.006G220100
AT2G20875,AT5G62230,Potri.013G136100,Potri.012G130400
AT1G34245,AT5G62230,Potri.013G116600,Potri.012G130400
AT1G34245,AT1G80080,Potri.013G116600,Potri.001G202100
AT4G28250,AT3G11820,Potri.013G134300,Potri.006G202200
AT2G45220,AT5G08080,Potri.002G145500,Potri.019G036700
AT1G28490,AT4G35100,Potri.004G050800,Potri.004G176300
AT1G02900,AT3G51550,Potri.005G025800,Potri.016G138700
AT4G28780,AT5G43980,Potri.002G253400,Potri.002G257300
AT5G49360,AT5G43980,Potri.010G141400,Potri.002G257300
AT5G48485,AT3G21630,Potri.014G149900,Potri.002G226600
AT1G14700,AT1G24400,Potri.008G139125,Potri.008G179000
AT1G14700,AT3G17690,Potri.008G139125,Potri.015G034000
AT1G14700,AT5G57940,Potri.008G139125,Potri.018G106100
AT1G78860,AT4G30360,Potri.011G110500,Potri.018G097600
AT1G14700,AT5G12480,Potri.008G139125,Potri.001G257100
AT1G14700,AT1G70300,Potri.008G139125,Potri.010G094300
AT1G14700,AT4G23220,Potri.008G139125,Potri.004G025200
AT1G14700,AT4G04540,Potri.008G139125,Potri.011G029800
AT1G14700,AT1G44100,Potri.008G139125,Potri.002G080066
AT1G14700,AT1G77380,Potri.008G139125,Potri.002G079500
AT1G14700,AT2G23980,Potri.008G139125,Potri.018G106100
AT1G14700,AT1G79670,Potri.008G139125,Potri.001G039200
AT1G14700,AT5G53130,Potri.008G139125,Potri.015G019100
AT1G14700,AT5G16590,Potri.008G139125,Potri.004G086100
AT1G14700,AT5G65710,Potri.008G139125,Potri.004G049100
AT1G14700,AT3G05360,Potri.008G139125,Potri.012G020600
AT1G14700,AT1G69850,Potri.008G139125,Potri.010G034300
AT1G14700,AT4G23270,Potri.008G139125,Potri.011G028400
AT2G01890,AT4G23640,Potri.008G139125,Potri.003G133900
AT1G14700,AT5G48380,Potri.008G139125,Potri.002G240000
AT1G14700,AT4G23210,Potri.008G139125,Potri.004G025200
AT1G14700,AT5G01540,Potri.008G139125,Potri.006G103200
AT1G14700,AT5G05170,Potri.008G139125,Potri.001G266400
AT1G14700,AT4G34460,Potri.008G139125,Potri.004G153700
AT1G13750,AT2G01950,Potri.010G158250,Potri.008G140500
AT3G14220,AT2G01950,Potri.007G133500,Potri.008G140500
AT3G16370,AT2G01950,Potri.001G191400,Potri.008G140500
AT5G15230,AT2G01950,Potri.017G083000,Potri.008G140500
AT1G05260,AT2G01950,Potri.007G122100,Potri.008G140500
AT1G54010,AT2G01950,Potri.013G065100,Potri.008G140500
AT4G21960,AT2G01950,Potri.004G015300,Potri.008G140500
AT2G28100,AT2G01950,Potri.009G006900,Potri.008G140500
AT3G13750,AT2G01950,Potri.003G038500,Potri.008G140500
AT4G36360,AT2G01950,Potri.007G018100,Potri.008G140500
AT2G38380,AT2G45960,Potri.003G214700,Potri.008G065600
AT3G10380,AT2G45960,Potri.010G227100,Potri.008G065600
AT4G02350,AT2G45960,Potri.014G127400,Potri.008G065600
AT4G12420,AT2G45960,Potri.003G112700,Potri.008G065600
AT5G12370,AT2G45960,Potri.014G090100,Potri.008G065600
AT2G38380,AT3G53420,Potri.003G214700,Potri.006G128200
AT3G10380,AT3G53420,Potri.010G227100,Potri.006G128200
AT4G12420,AT3G53420,Potri.003G112700,Potri.006G128200
AT5G17820,AT3G53420,Potri.013G066800,Potri.006G128200
AT4G12420,AT3G24300,Potri.003G112700,Potri.010G063500
AT3G10380,AT3G24300,Potri.010G227100,Potri.010G063500
AT2G29960,AT1G13980,Potri.009G046500,Potri.017G078900
AT4G23170,AT3G43810,Potri.011G028400,Potri.016G024700
AT3G12490,AT1G02680,Potri.003G192200,Potri.014G122500
AT5G20340,AT1G04750,Potri.002G089200,Potri.003G177700
AT5G63140,AT1G07430,Potri.014G109100,Potri.009G037300
AT4G13090,AT1G15520,Potri.002G244200,Potri.001G048700
AT5G20340,AT1G27320,Potri.002G089200,Potri.003G171000
AT4G29360,AT1G32090,Potri.018G068600,Potri.001G133800
AT5G20340,AT1G35350,Potri.002G089200,Potri.008G090400
AT5G24090,AT1G35350,Potri.015G024200,Potri.008G090400
AT2G14620,AT1G04750,Potri.009G083800,Potri.003G177700
AT2G15230,AT1G04750,Potri.009G094900,Potri.003G177700
AT5G24090,AT2G32670,Potri.015G024200,Potri.003G177700
AT5G14180,AT2G45960,Potri.001G332300,Potri.008G065600
AT5G12370,AT3G09900,Potri.014G090100,Potri.008G051700
AT5G24090,AT3G13900,Potri.015G024200,Potri.001G197500
AT3G23730,AT2G13680,Potri.014G146100,Potri.005G058300
AT4G29360,AT3G45780,Potri.018G068600,Potri.001G342000
AT5G20340,AT3G47290,Potri.002G089200,Potri.001G252100
AT5G20340,AT4G04340,Potri.002G089200,Potri.011G009900
AT5G12370,AT4G35020,Potri.014G090100,Potri.004G174900
AT5G14180,AT4G36490,Potri.001G332300,Potri.005G119700
AT4G39640,AT3G54820,Potri.005G082800,Potri.010G222700
AT5G12370,AT5G09350,Potri.014G090100,Potri.005G059000
AT5G14180,AT2G32670,Potri.001G332300,Potri.003G177700
AT5G14180,AT3G47960,Potri.001G332300,Potri.012G071500
AT5G20340,AT1G47830,Potri.002G089200,Potri.002G022900
AT1G28490,AT1G04750,Potri.004G050800,Potri.003G177700
AT5G24090,AT2G26300,Potri.015G024200,Potri.018G048600
AT5G24090,AT4G34460,Potri.015G024200,Potri.004G153700
AT3G01610,AT3G09840,Potri.013G151600,Potri.015G080600
AT4G23170,AT5G37780,Potri.011G028400,Potri.016G024700
AT4G24973,AT5G07280,Potri.017G144361,Potri.015G141200
AT1G28490,AT4G15780,Potri.004G050800,Potri.008G209100
AT2G06850,AT2G46710,Potri.001G071000,Potri.002G176800
AT2G06850,AT2G47160,Potri.001G071000,Potri.002G191000
AT2G06850,AT4G19640,Potri.001G071000,Potri.012G117800
AT2G15230,AT2G46710,Potri.009G094900,Potri.002G176800
AT1G28490,AT2G33120,Potri.004G050800,Potri.003G177700
AT3G12490,AT5G26340,Potri.003G192200,Potri.008G151100
AT3G57240,AT5G47510,Potri.016G057400,Potri.001G158700
AT3G12490,AT4G36750,Potri.003G192200,Potri.007G029600
AT4G39640,AT5G26340,Potri.005G082800,Potri.008G151100
AT2G14610,AT5G01410,Potri.009G083300,Potri.006G100500
AT5G24090,AT5G26340,Potri.015G024200,Potri.008G151100
AT1G28490,AT5G58060,Potri.004G050800,Potri.006G187700
AT1G78580,AT3G54840,Potri.011G103900,Potri.010G226300
AT3G53230,AT5G01410,Potri.016G091600,Potri.006G100500
AT5G03340,AT5G01410,Potri.016G091600,Potri.006G100500
AT2G28950,AT1G47830,Potri.001G240900,Potri.002G022900
AT1G53940,AT5G06970,Potri.003G071400,Potri.001G030100
AT4G19410,AT3G12145,Potri.004G233900,Potri.006G058600
AT1G74210,AT3G12145,Potri.015G058400,Potri.006G058600
AT5G45280,AT3G12145,Potri.004G233900,Potri.006G058600
AT1G54030,AT5G61130,Potri.003G071500,Potri.015G057800
AT1G01900,AT4G35350,Potri.014G074600,Potri.004G207600
AT1G01900,AT1G20850,Potri.014G074600,Potri.005G256000
AT5G03340,AT5G10450,Potri.016G091600,Potri.005G157700
AT3G53230,AT5G10450,Potri.016G091600,Potri.005G157700
AT5G03340,AT5G12110,Potri.016G091600,Potri.001G224700
AT3G53230,AT5G12110,Potri.016G091600,Potri.001G224700
AT5G60640,AT3G09840,Potri.009G013600,Potri.015G080600
AT1G53940,AT3G01390,Potri.003G071400,Potri.010G222000
AT4G30020,AT1G20850,Potri.006G076200,Potri.005G256000
AT4G30020,AT4G35350,Potri.006G076200,Potri.004G207600
AT5G64260,AT4G35350,Potri.017G051700,Potri.004G207600
AT5G09440,AT4G35350,Potri.017G051700,Potri.004G207600
AT5G64260,AT1G20850,Potri.017G051700,Potri.005G256000
AT5G09440,AT1G20850,Potri.017G051700,Potri.005G256000
AT3G50610,AT1G72180,Potri.005G136700,Potri.019G078400
AT3G50610,AT5G49660,Potri.005G136700,Potri.002G111700
AT5G66816,AT1G72180,Potri.005G136700,Potri.019G078400
AT5G66816,AT5G49660,Potri.005G136700,Potri.002G111700
AT4G34600,AT4G20140,Potri.009G119900,Potri.001G075000
AT4G34600,AT5G44700,Potri.009G119900,Potri.003G156200
AT2G23440,AT5G49660,Potri.007G041500,Potri.002G111700
AT1G31670,AT1G72180,Potri.010G089050,Potri.019G078400
AT1G31670,AT5G49660,Potri.010G089050,Potri.002G111700
AT4G14723,AT2G26330,Potri.008G157300,Potri.006G220100
AT2G35612,AT5G49660,Potri.004G234800,Potri.002G111700
AT2G35612,AT1G72180,Potri.004G234800,Potri.019G078400
AT1G06225,AT2G23950,Potri.013G119100,Potri.006G179400
AT1G69320,AT2G23950,Potri.008G093500,Potri.006G179400
AT1G69320,AT1G65380,Potri.008G093500,Potri.013G087200
AT1G69320,AT5G13290,Potri.008G093500,Potri.001G066700
AT1G29290,AT1G72180,Potri.004G061300,Potri.019G078400
AT1G29290,AT5G49660,Potri.004G061300,Potri.002G111700
AT2G33775,AT4G39110,Potri.004G044900,Potri.009G120400
AT2G33775,AT2G21480,Potri.004G044900,Potri.009G120400
AT1G73965,AT5G13290,Potri.010G130400,Potri.001G066700
AT1G73965,AT1G65380,Potri.010G130400,Potri.013G087200
AT1G73965,AT2G23950,Potri.010G130400,Potri.006G179400
AT4G24972,AT5G07280,Potri.012G102900,Potri.015G141200
AT2G16385,AT5G44700,Potri.009G119900,Potri.003G156200
AT2G16385,AT4G20140,Potri.009G119900,Potri.001G075000
AT3G24770,AT2G23950,Potri.002G241300,Potri.006G179400
AT3G24770,AT5G65700,Potri.002G241300,Potri.007G009200
AT3G24770,AT5G61480,Potri.002G241300,Potri.003G107600
AT3G24770,AT5G13290,Potri.002G241300,Potri.001G066700
AT3G24770,AT1G65380,Potri.002G241300,Potri.013G087200
AT3G24770,AT3G49670,Potri.002G241300,Potri.007G009200
AT1G68765,AT5G65710,Potri.010G131500,Potri.004G049100
AT1G68765,AT4G28490,Potri.010G131500,Potri.004G049100
AT1G34245,AT5G07180,Potri.013G116600,Potri.012G130400
AT1G34245,AT2G26330,Potri.013G116600,Potri.006G220100
AT1G34245,AT5G62230,Potri.013G116600,Potri.012G130400
AT3G28455,AT1G65380,Potri.017G074600,Potri.013G087200
AT3G28455,AT5G65700,Potri.017G074600,Potri.007G009200
AT3G28455,AT5G13290,Potri.017G074600,Potri.001G066700
AT3G28455,AT2G23950,Potri.017G074600,Potri.006G179400
AT3G28455,AT3G49670,Potri.017G074600,Potri.007G009200
AT2G20875,AT2G26330,Potri.013G136100,Potri.006G220100
AT2G20875,AT5G62230,Potri.013G136100,Potri.012G130400
AT2G20875,AT5G07180,Potri.013G136100,Potri.012G130400
AT2G31083,AT5G65700,Potri.001G376200,Potri.007G009200
AT5G50260,AT1G72180,Potri.015G087400,Potri.019G078400
AT5G50260,AT5G49660,Potri.015G087400,Potri.002G111700
AT5G67070,AT5G28680,Potri.005G139100,Potri.005G055200
AT5G67070,AT2G21480,Potri.005G139100,Potri.009G120400
AT5G67070,AT4G39110,Potri.005G139100,Potri.009G120400
AT5G67070,AT3G04690,Potri.005G139100,Potri.013G042500
AT1G16950,AT1G72180,Potri.004G061300,Potri.019G078400
AT1G16950,AT5G49660,Potri.004G061300,Potri.002G111700
AT1G28270,AT4G39110,Potri.004G044900,Potri.009G120400
AT1G28270,AT2G21480,Potri.004G044900,Potri.009G120400
AT1G26600,AT1G65380,Potri.008G093500,Potri.013G087200
AT1G26600,AT5G13290,Potri.008G093500,Potri.001G066700
AT1G26600,AT2G23950,Potri.008G093500,Potri.006G179400
AT3G22820,AT2G26330,Potri.008G157300,Potri.006G220100
AT3G16570,AT3G51550,Potri.008G208200,Potri.016G138700
AT1G02900,AT3G51550,Potri.005G025800,Potri.016G138700
AT4G12970,AT2G26330,Potri.002G249901,Potri.006G220100
AT1G59970,AT1G07650,Potri.015G103900,Potri.004G135500
AT1G70170,AT1G07650,Potri.012G104600,Potri.004G135500
AT1G24140,AT1G07650,Potri.012G104600,Potri.004G135500
AT1G70170,AT1G53420,Potri.012G104600,Potri.001G385200
AT1G24140,AT1G53420,Potri.012G104600,Potri.001G385200
AT1G59970,AT1G53420,Potri.015G103900,Potri.001G385200
AT1G59970,AT1G53430,Potri.015G103900,Potri.001G385400
AT1G70170,AT1G53430,Potri.012G104600,Potri.001G385400
AT1G24140,AT1G53430,Potri.012G104600,Potri.001G385400
AT1G70170,AT1G53440,Potri.012G104600,Potri.011G106400
AT1G24140,AT1G53440,Potri.012G104600,Potri.011G106400
AT1G59970,AT1G53440,Potri.015G103900,Potri.011G106400
AT1G24140,AT1G56130,Potri.012G104600,Potri.007G067900
AT1G59970,AT1G56130,Potri.015G103900,Potri.007G067900
AT1G70170,AT1G56130,Potri.012G104600,Potri.007G067900
AT1G59970,AT1G56140,Potri.015G103900,Potri.007G067900
AT1G70170,AT1G56140,Potri.012G104600,Potri.007G067900
AT1G24140,AT1G56140,Potri.012G104600,Potri.007G067900
AT1G70170,AT1G69990,Potri.012G104600,Potri.004G081700
AT1G59970,AT1G69990,Potri.015G103900,Potri.004G081700
AT1G24140,AT1G69990,Potri.012G104600,Potri.004G081700
AT1G24140,AT2G02780,Potri.012G104600,Potri.001G147700
AT1G70170,AT2G02780,Potri.012G104600,Potri.001G147700
AT1G59970,AT2G02780,Potri.015G103900,Potri.001G147700
AT1G24140,AT2G16250,Potri.012G104600,Potri.004G155100
AT1G70170,AT2G16250,Potri.012G104600,Potri.004G155100
AT1G59970,AT2G16250,Potri.015G103900,Potri.004G155100
AT1G24140,AT3G14840,Potri.012G104600,Potri.001G385200
AT1G70170,AT3G14840,Potri.012G104600,Potri.001G385200
AT1G59970,AT3G14840,Potri.015G103900,Potri.001G385200
AT1G24140,AT4G31250,Potri.012G104600,Potri.018G002600
AT1G59970,AT4G31250,Potri.015G103900,Potri.018G002600
AT1G70170,AT4G31250,Potri.012G104600,Potri.018G002600
AT1G70170,AT4G37250,Potri.012G104600,Potri.007G048800
AT1G24140,AT4G37250,Potri.012G104600,Potri.007G048800
AT1G59970,AT4G37250,Potri.015G103900,Potri.007G048800
AT1G70170,AT5G35390,Potri.012G104600,Potri.006G078600
AT1G59970,AT5G35390,Potri.015G103900,Potri.006G078600
AT1G24140,AT5G35390,Potri.012G104600,Potri.006G078600
AT3G23010,AT1G69910,Potri.001G389100,Potri.010G035300
AT1G02930,AT1G69910,Potri.002G207479,Potri.010G035300
AT1G80080,AT1G69910,Potri.001G202100,Potri.010G035300
AT1G02940,AT1G69910,Potri.002G207479,Potri.010G035300
AT1G68090,AT1G69910,Potri.008G139500,Potri.010G035300
AT2G42800,AT1G69910,Potri.008G211800,Potri.010G035300
AT3G03190,AT1G69910,Potri.017G138800,Potri.010G035300
AT5G37640,AT1G69910,Potri.017G036800,Potri.010G035300
AT1G02920,AT1G69910,Potri.002G207479,Potri.010G035300
AT2G47110,AT1G69910,Potri.001G025300,Potri.010G035300
AT1G17250,AT1G69910,Potri.003G074000,Potri.010G035300
AT4G05320,AT1G69910,Potri.011G134200,Potri.010G035300
AT5G03240,AT1G69910,Potri.011G134200,Potri.010G035300
AT1G23410,AT1G69910,Potri.001G025300,Potri.010G035300
AT2G26300,AT1G69910,Potri.018G048600,Potri.010G035300
AT5G52640,AT1G69910,Potri.017G146600,Potri.010G035300
AT2G30860,AT1G69910,Potri.017G138800,Potri.010G035300
AT4G05050,AT1G69910,Potri.004G021500,Potri.010G035300
AT4G24190,AT1G69910,Potri.005G241100,Potri.010G035300
AT3G28890,AT1G69910,Potri.012G027600,Potri.010G035300
AT3G12610,AT1G69910,Potri.009G064300,Potri.010G035300
AT1G49860,AT1G69910,Potri.002G207093,Potri.010G035300
AT2G02930,AT1G69910,Potri.002G207479,Potri.010G035300
AT4G02890,AT1G69910,Potri.017G036800,Potri.010G035300
AT2G36170,AT1G69910,Potri.016G077200,Potri.010G035300
AT1G74200,AT1G69910,Potri.011G104600,Potri.010G035300
AT3G12145,AT1G69910,Potri.006G058600,Potri.010G035300
AT5G06870,AT1G69910,Potri.006G058600,Potri.010G035300
AT3G52590,AT1G69910,Potri.016G077200,Potri.010G035300
AT5G06860,AT1G69910,Potri.006G058600,Potri.010G035300
AT5G56030,AT1G69910,Potri.001G466000,Potri.010G035300
AT5G56000,AT1G69910,Potri.001G466000,Potri.010G035300
AT1G17240,AT1G69910,Potri.003G074000,Potri.010G035300
AT1G23490,AT1G69910,Potri.013G005500,Potri.010G035300
