Receptor_Ath_clean,Ligand_Ath_clean,Ligand_Ath,Receptor_Ath,source,Organism,Ligand_Ptr,Receptor_Ptr,Ligand_Mapped,Receptor_Mapped,Both_Mapped,Ligand_Identity,Ligand_Coverage,Ligand_Evalue,Ligand_Bitscore,Receptor_Identity,Receptor_Coverage,Receptor_Evalue,Receptor_Bitscore
AT2G21480,AT5G03240,AT5G03240,AT2G21480,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.009G120400,TRUE,TRUE,TRUE,100,99,0,603,69.398,94,0,1206
AT2G21480,AT5G24010,AT5G24010,AT2G21480,orthologs,Arabidopsis thaliana,Potri.004G079700,Potri.009G120400,TRUE,TRUE,TRUE,66.338,97,0,1090,69.398,94,0,1206
AT2G21480,AT5G28680,AT5G28680,AT2G21480,orthologs,Arabidopsis thaliana,Potri.005G055200,Potri.009G120400,TRUE,TRUE,TRUE,63.668,100,0,1116,69.398,94,0,1206
AT2G21480,AT5G37640,AT5G37640,AT2G21480,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.009G120400,TRUE,TRUE,TRUE,90.492,95,0,538,69.398,94,0,1206
AT2G21480,AT5G38990,AT5G38990,AT2G21480,orthologs,Arabidopsis thaliana,Potri.017G096000,Potri.009G120400,TRUE,TRUE,TRUE,51.016,99,0,842,69.398,94,0,1206
AT2G21480,AT5G39000,AT5G39000,AT2G21480,orthologs,Arabidopsis thaliana,Potri.017G095900,Potri.009G120400,TRUE,TRUE,TRUE,53.571,97,0,870,69.398,94,0,1206
AT2G21480,AT5G39020,AT5G39020,AT2G21480,orthologs,Arabidopsis thaliana,Potri.017G096800,Potri.009G120400,TRUE,TRUE,TRUE,39.147,94,7.04e-166,502,69.398,94,0,1206
AT2G21480,AT5G39030,AT5G39030,AT2G21480,orthologs,Arabidopsis thaliana,Potri.017G096800,Potri.009G120400,TRUE,TRUE,TRUE,38.331,97,1.89e-168,508,69.398,94,0,1206
AT2G21480,AT5G52640,AT5G52640,AT2G21480,orthologs,Arabidopsis thaliana,Potri.017G146600,Potri.009G120400,TRUE,TRUE,TRUE,92.776,100,0,1249,69.398,94,0,1206
AT2G21480,AT5G54380,AT5G54380,AT2G21480,orthologs,Arabidopsis thaliana,Potri.001G405500,Potri.009G120400,TRUE,TRUE,TRUE,77.632,98,0,1313,69.398,94,0,1206
AT2G21480,AT5G56000,AT5G56000,AT2G21480,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.009G120400,TRUE,TRUE,TRUE,91.726,100,0,1218,69.398,94,0,1206
AT2G21480,AT5G56010,AT5G56010,AT2G21480,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.009G120400,TRUE,TRUE,TRUE,92.582,100,0,1224,69.398,94,0,1206
AT2G21480,AT5G56030,AT5G56030,AT2G21480,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.009G120400,TRUE,TRUE,TRUE,89.589,100,0,1215,69.398,94,0,1206
AT2G21480,AT5G61350,AT5G61350,AT2G21480,orthologs,Arabidopsis thaliana,Potri.015G061700,Potri.009G120400,TRUE,TRUE,TRUE,65.012,95,0,1075,69.398,94,0,1206
AT2G21480,AT5G67070,AT5G67070,AT2G21480,literature,Arabidopsis thaliana,Potri.005G139100,Potri.009G120400,TRUE,TRUE,TRUE,51.852,100,5.3e-41,133,69.398,94,0,1206
AT2G22125,AT1G05850,AT1G05850,AT2G22125,STRING,Arabidopsis thaliana,Potri.010G141600,Potri.007G087200,TRUE,TRUE,TRUE,75.185,84,1.22e-161,454,82.269,100,0,3559
AT2G22125,AT1G19940,AT1G19940,AT2G22125,STRING,Arabidopsis thaliana,Potri.005G237700,Potri.007G087200,TRUE,TRUE,TRUE,69.656,99,0,726,82.269,100,0,3559
AT2G22470,AT1G61563,AT1G61563,AT2G22470,STRING,Arabidopsis thaliana,,,FALSE,FALSE,FALSE,,,,,,,,
AT2G22470,AT3G45960,AT3G45960,AT2G22470,STRING,Arabidopsis thaliana,Potri.009G141400,,TRUE,FALSE,FALSE,66.795,98,9.97e-130,369,,,,
AT2G23130,AT2G33790,AT2G33790,AT2G23130,STRING,Arabidopsis thaliana,Potri.011G053600,,TRUE,FALSE,FALSE,38.521,100,9.51e-39,135,,,,
AT2G23130,AT5G49680,AT5G49680,AT2G23130,STRING,Arabidopsis thaliana,Potri.002G110700,,TRUE,FALSE,FALSE,57.821,99,0,3003,,,,
AT2G23200,AT1G01560,AT1G01560,AT2G23200,orthologs,Arabidopsis thaliana,Potri.002G162500,Potri.005G143200,TRUE,TRUE,TRUE,85.326,99,0,652,47.939,98,0,692
AT2G23200,AT1G07880,AT1G07880,AT2G23200,orthologs,Arabidopsis thaliana,Potri.003G131812,Potri.005G143200,TRUE,TRUE,TRUE,75.354,97,0,573,47.939,98,0,692
AT2G23200,AT1G10210,AT1G10210,AT2G23200,orthologs,Arabidopsis thaliana,Potri.002G032100,Potri.005G143200,TRUE,TRUE,TRUE,85.405,99,0,681,47.939,98,0,692
AT2G23200,AT1G14700,AT1G14700,AT2G23200,IntAct,Arabidopsis thaliana,Potri.008G139125,Potri.005G143200,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,47.939,98,0,692
AT2G23200,AT1G23410,AT1G23410,AT2G23200,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.005G143200,TRUE,TRUE,TRUE,92.157,97,6.81e-86,249,47.939,98,0,692
AT2G23200,AT1G24140,AT1G24140,AT2G23200,orthologs,Arabidopsis thaliana,Potri.012G104600,Potri.005G143200,TRUE,TRUE,TRUE,60.119,87,1.18e-141,408,47.939,98,0,692
AT2G23200,AT1G30570,AT1G30570,AT2G23200,orthologs,Arabidopsis thaliana,Potri.001G467000,Potri.005G143200,TRUE,TRUE,TRUE,65.614,96,0,1110,47.939,98,0,692
AT2G23200,AT1G59580,AT1G59580,AT2G23200,orthologs,Arabidopsis thaliana,Potri.002G032100,Potri.005G143200,TRUE,TRUE,TRUE,85.946,98,0,684,47.939,98,0,692
AT2G23200,AT1G59970,AT1G59970,AT2G23200,orthologs,Arabidopsis thaliana,Potri.015G103900,Potri.005G143200,TRUE,TRUE,TRUE,56.215,94,4.79e-137,395,47.939,98,0,692
AT2G23200,AT1G70170,AT1G70170,AT2G23200,orthologs,Arabidopsis thaliana,Potri.012G104600,Potri.005G143200,TRUE,TRUE,TRUE,57.418,96,7.54e-140,403,47.939,98,0,692
AT2G23200,AT2G18170,AT2G18170,AT2G23200,orthologs,Arabidopsis thaliana,Potri.005G119500,Potri.005G143200,TRUE,TRUE,TRUE,83.607,99,0,663,47.939,98,0,692
AT2G23200,AT2G21480,AT2G21480,AT2G23200,orthologs,Arabidopsis thaliana,Potri.009G120400,Potri.005G143200,TRUE,TRUE,TRUE,69.398,94,0,1206,47.939,98,0,692
AT2G23200,AT2G36170,AT2G36170,AT2G23200,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.005G143200,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,47.939,98,0,692
AT2G23200,AT2G39360,AT2G39360,AT2G23200,orthologs,Arabidopsis thaliana,Potri.010G213200,Potri.005G143200,TRUE,TRUE,TRUE,53.541,98,0,835,47.939,98,0,692
AT2G23200,AT2G43790,AT2G43790,AT2G23200,orthologs,Arabidopsis thaliana,Potri.007G139800,Potri.005G143200,TRUE,TRUE,TRUE,86.849,100,0,710,47.939,98,0,692
AT2G23200,AT2G46070,AT2G46070,AT2G23200,orthologs,Arabidopsis thaliana,Potri.014G088500,Potri.005G143200,TRUE,TRUE,TRUE,81.081,99,0,625,47.939,98,0,692
AT2G23200,AT2G47110,AT2G47110,AT2G23200,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.005G143200,TRUE,TRUE,TRUE,96.129,98,1.03e-107,304,47.939,98,0,692
AT2G23200,AT3G04690,AT3G04690,AT2G23200,orthologs,Arabidopsis thaliana,Potri.013G042500,Potri.005G143200,TRUE,TRUE,TRUE,63.036,99,0,1130,47.939,98,0,692
AT2G23200,AT3G45640,AT3G45640,AT2G23200,orthologs,Arabidopsis thaliana,Potri.009G066100,Potri.005G143200,TRUE,TRUE,TRUE,84.488,97,0,652,47.939,98,0,692
AT2G23200,AT3G46290,AT3G46290,AT2G23200,orthologs,Arabidopsis thaliana,Potri.001G234200,Potri.005G143200,TRUE,TRUE,TRUE,67.428,99,0,1125,47.939,98,0,692
AT2G23200,AT3G51550,AT3G51550,AT2G23200,orthologs,Arabidopsis thaliana,Potri.016G138700,Potri.005G143200,TRUE,TRUE,TRUE,74.858,97,0,1330,47.939,98,0,692
AT2G23200,AT3G52590,AT3G52590,AT2G23200,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.005G143200,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,47.939,98,0,692
AT2G23200,AT3G59790,AT3G59790,AT2G23200,orthologs,Arabidopsis thaliana,Potri.007G139800,Potri.005G143200,TRUE,TRUE,TRUE,74.792,92,0,577,47.939,98,0,692
AT2G23200,AT3G62250,AT3G62250,AT2G23200,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.005G143200,TRUE,TRUE,TRUE,96.104,97,3.51e-90,259,47.939,98,0,692
AT2G23200,AT4G01370,AT4G01370,AT2G23200,orthologs,Arabidopsis thaliana,Potri.002G162500,Potri.005G143200,TRUE,TRUE,TRUE,88.493,97,0,684,47.939,98,0,692
AT2G23200,AT4G02890,AT4G02890,AT2G23200,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.005G143200,TRUE,TRUE,TRUE,100,100,0,605,47.939,98,0,692
AT2G23200,AT4G05050,AT4G05050,AT2G23200,orthologs,Arabidopsis thaliana,Potri.004G021500,Potri.005G143200,TRUE,TRUE,TRUE,100,100,5.78e-164,455,47.939,98,0,692
AT2G23200,AT4G05320,AT4G05320,AT2G23200,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.005G143200,TRUE,TRUE,TRUE,100,100,0,903,47.939,98,0,692
AT2G23200,AT4G11330,AT4G11330,AT2G23200,orthologs,Arabidopsis thaliana,Potri.003G131812,Potri.005G143200,TRUE,TRUE,TRUE,81.616,95,0,630,47.939,98,0,692
AT2G23200,AT4G36450,AT4G36450,AT2G23200,orthologs,Arabidopsis thaliana,Potri.005G119500,Potri.005G143200,TRUE,TRUE,TRUE,79.945,99,0,619,47.939,98,0,692
AT2G23200,AT4G39110,AT4G39110,AT2G23200,orthologs,Arabidopsis thaliana,Potri.009G120400,Potri.005G143200,TRUE,TRUE,TRUE,70.361,94,0,1217,47.939,98,0,692
AT2G23200,AT5G03240,AT5G03240,AT2G23200,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.005G143200,TRUE,TRUE,TRUE,100,99,0,603,47.939,98,0,692
AT2G23200,AT5G24010,AT5G24010,AT2G23200,orthologs,Arabidopsis thaliana,Potri.004G079700,Potri.005G143200,TRUE,TRUE,TRUE,66.338,97,0,1090,47.939,98,0,692
AT2G23200,AT5G28680,AT5G28680,AT2G23200,orthologs,Arabidopsis thaliana,Potri.005G055200,Potri.005G143200,TRUE,TRUE,TRUE,63.668,100,0,1116,47.939,98,0,692
AT2G23200,AT5G37640,AT5G37640,AT2G23200,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.005G143200,TRUE,TRUE,TRUE,90.492,95,0,538,47.939,98,0,692
AT2G23200,AT5G38990,AT5G38990,AT2G23200,orthologs,Arabidopsis thaliana,Potri.017G096000,Potri.005G143200,TRUE,TRUE,TRUE,51.016,99,0,842,47.939,98,0,692
AT2G23200,AT5G39000,AT5G39000,AT2G23200,orthologs,Arabidopsis thaliana,Potri.017G095900,Potri.005G143200,TRUE,TRUE,TRUE,53.571,97,0,870,47.939,98,0,692
AT2G23200,AT5G39020,AT5G39020,AT2G23200,orthologs,Arabidopsis thaliana,Potri.017G096800,Potri.005G143200,TRUE,TRUE,TRUE,39.147,94,7.04e-166,502,47.939,98,0,692
AT2G23200,AT5G39030,AT5G39030,AT2G23200,orthologs,Arabidopsis thaliana,Potri.017G096800,Potri.005G143200,TRUE,TRUE,TRUE,38.331,97,1.89e-168,508,47.939,98,0,692
AT2G23200,AT5G52640,AT5G52640,AT2G23200,orthologs,Arabidopsis thaliana,Potri.017G146600,Potri.005G143200,TRUE,TRUE,TRUE,92.776,100,0,1249,47.939,98,0,692
AT2G23200,AT5G54380,AT5G54380,AT2G23200,orthologs,Arabidopsis thaliana,Potri.001G405500,Potri.005G143200,TRUE,TRUE,TRUE,77.632,98,0,1313,47.939,98,0,692
AT2G23200,AT5G56000,AT5G56000,AT2G23200,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.005G143200,TRUE,TRUE,TRUE,91.726,100,0,1218,47.939,98,0,692
AT2G23200,AT5G56010,AT5G56010,AT2G23200,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.005G143200,TRUE,TRUE,TRUE,92.582,100,0,1224,47.939,98,0,692
AT2G23200,AT5G56030,AT5G56030,AT2G23200,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.005G143200,TRUE,TRUE,TRUE,89.589,100,0,1215,47.939,98,0,692
AT2G23200,AT5G61350,AT5G61350,AT2G23200,orthologs,Arabidopsis thaliana,Potri.015G061700,Potri.005G143200,TRUE,TRUE,TRUE,65.012,95,0,1075,47.939,98,0,692
AT2G23240,AT3G12203,AT3G12203,AT2G23240,STRING,Arabidopsis thaliana,Potri.013G124900,Potri.004G206400,TRUE,TRUE,TRUE,54.628,94,2.38e-170,486,51.136,100,3.34e-16,67.4
AT2G23450,AT1G02920,AT1G02920,AT2G23450,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.005G130900,TRUE,TRUE,TRUE,62.201,99,6.99e-90,263,58.815,93,0,806
AT2G23450,AT1G02930,AT1G02930,AT2G23450,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.005G130900,TRUE,TRUE,TRUE,62.019,99,1.65e-91,267,58.815,93,0,806
AT2G23450,AT1G02940,AT1G02940,AT2G23450,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.005G130900,TRUE,TRUE,TRUE,52.427,80,1.26e-73,224,58.815,93,0,806
AT2G23450,AT1G02950,AT1G02950,AT2G23450,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.005G130900,TRUE,TRUE,TRUE,58.252,84,6.3e-87,257,58.815,93,0,806
AT2G23450,AT1G13230,AT1G13230,AT2G23450,orthologs,Arabidopsis thaliana,Potri.008G114700,Potri.005G130900,TRUE,TRUE,TRUE,59.233,97,8.14e-165,472,58.815,93,0,806
AT2G23450,AT1G14700,AT1G14700,AT2G23450,IntAct,Arabidopsis thaliana,Potri.008G139125,Potri.005G130900,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,58.815,93,0,806
AT2G23450,AT1G17240,AT1G17240,AT2G23450,orthologs,Arabidopsis thaliana,Potri.003G074000,Potri.005G130900,TRUE,TRUE,TRUE,49.588,98,0,653,58.815,93,0,806
AT2G23450,AT1G17250,AT1G17250,AT2G23450,orthologs,Arabidopsis thaliana,Potri.003G074000,Potri.005G130900,TRUE,TRUE,TRUE,53.019,89,0,684,58.815,93,0,806
AT2G23450,AT1G23410,AT1G23410,AT2G23450,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.005G130900,TRUE,TRUE,TRUE,92.157,97,6.81e-86,249,58.815,93,0,806
AT2G23450,AT1G23490,AT1G23490,AT2G23450,orthologs,Arabidopsis thaliana,Potri.013G005500,Potri.005G130900,TRUE,TRUE,TRUE,98.901,100,5.74e-134,372,58.815,93,0,806
AT2G23450,AT1G49860,AT1G49860,AT2G23450,orthologs,Arabidopsis thaliana,Potri.002G207093,Potri.005G130900,TRUE,TRUE,TRUE,47.642,83,1.81e-60,190,58.815,93,0,806
AT2G23450,AT1G68090,AT1G68090,AT2G23450,orthologs,Arabidopsis thaliana,Potri.008G139500,Potri.005G130900,TRUE,TRUE,TRUE,56.55,99,4.6e-126,363,58.815,93,0,806
AT2G23450,AT1G70490,AT1G70490,AT2G23450,orthologs,Arabidopsis thaliana,Potri.013G005500,Potri.005G130900,TRUE,TRUE,TRUE,98.901,100,5.74e-134,372,58.815,93,0,806
AT2G23450,AT1G74200,AT1G74200,AT2G23450,orthologs,Arabidopsis thaliana,Potri.011G104600,Potri.005G130900,TRUE,TRUE,TRUE,37.354,86,3.59e-37,141,58.815,93,0,806
AT2G23450,AT1G80080,AT1G80080,AT2G23450,orthologs,Arabidopsis thaliana,Potri.001G202100,Potri.005G130900,TRUE,TRUE,TRUE,63.362,93,0,598,58.815,93,0,806
AT2G23450,AT2G02930,AT2G02930,AT2G23450,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.005G130900,TRUE,TRUE,TRUE,62.264,99,2.45e-89,262,58.815,93,0,806
AT2G23450,AT2G26300,AT2G26300,AT2G23450,orthologs,Arabidopsis thaliana,Potri.018G048600,Potri.005G130900,TRUE,TRUE,TRUE,85.455,100,0,684,58.815,93,0,806
AT2G23450,AT2G30860,AT2G30860,AT2G23450,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.005G130900,TRUE,TRUE,TRUE,51.869,99,1.29e-78,235,58.815,93,0,806
AT2G23450,AT2G30870,AT2G30870,AT2G23450,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.005G130900,TRUE,TRUE,TRUE,51.442,96,1.96e-76,229,58.815,93,0,806
AT2G23450,AT2G36170,AT2G36170,AT2G23450,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.005G130900,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,58.815,93,0,806
AT2G23450,AT2G42800,AT2G42800,AT2G23450,orthologs,Arabidopsis thaliana,Potri.008G211800,Potri.005G130900,TRUE,TRUE,TRUE,63.532,92,9.24e-180,510,58.815,93,0,806
AT2G23450,AT2G47110,AT2G47110,AT2G23450,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.005G130900,TRUE,TRUE,TRUE,96.129,98,1.03e-107,304,58.815,93,0,806
AT2G23450,AT2G47730,AT2G47730,AT2G23450,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.005G130900,TRUE,TRUE,TRUE,61.792,80,2.59e-91,269,58.815,93,0,806
AT2G23450,AT3G03190,AT3G03190,AT2G23450,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.005G130900,TRUE,TRUE,TRUE,57.674,100,1.7e-88,260,58.815,93,0,806
AT2G23450,AT3G12145,AT3G12145,AT2G23450,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.005G130900,TRUE,TRUE,TRUE,52.303,93,2.64e-105,311,58.815,93,0,806
AT2G23450,AT3G12610,AT3G12610,AT2G23450,orthologs,Arabidopsis thaliana,Potri.009G064300,Potri.005G130900,TRUE,TRUE,TRUE,65.527,94,1.02e-171,483,58.815,93,0,806
AT2G23450,AT3G23010,AT3G23010,AT2G23450,orthologs,Arabidopsis thaliana,Potri.001G389100,Potri.005G130900,TRUE,TRUE,TRUE,38.739,99,1.94e-115,367,58.815,93,0,806
AT2G23450,AT3G28890,AT3G28890,AT2G23450,orthologs,Arabidopsis thaliana,Potri.012G027600,Potri.005G130900,TRUE,TRUE,TRUE,44.113,93,4.48e-135,427,58.815,93,0,806
AT2G23450,AT3G52590,AT3G52590,AT2G23450,orthologs,Arabidopsis thaliana,Potri.016G077200,Potri.005G130900,TRUE,TRUE,TRUE,98.45,100,2.21e-91,260,58.815,93,0,806
AT2G23450,AT3G62250,AT3G62250,AT2G23450,orthologs,Arabidopsis thaliana,Potri.001G025300,Potri.005G130900,TRUE,TRUE,TRUE,96.104,97,3.51e-90,259,58.815,93,0,806
AT2G23450,AT3G62760,AT3G62760,AT2G23450,orthologs,Arabidopsis thaliana,Potri.002G207672,Potri.005G130900,TRUE,TRUE,TRUE,63.679,96,3.84e-105,302,58.815,93,0,806
AT2G23450,AT4G02520,AT4G02520,AT2G23450,orthologs,Arabidopsis thaliana,Potri.002G207479,Potri.005G130900,TRUE,TRUE,TRUE,60.19,99,4.64e-88,259,58.815,93,0,806
AT2G23450,AT4G02890,AT4G02890,AT2G23450,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.005G130900,TRUE,TRUE,TRUE,100,100,0,605,58.815,93,0,806
AT2G23450,AT4G05050,AT4G05050,AT2G23450,orthologs,Arabidopsis thaliana,Potri.004G021500,Potri.005G130900,TRUE,TRUE,TRUE,100,100,5.78e-164,455,58.815,93,0,806
AT2G23450,AT4G05320,AT4G05320,AT2G23450,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.005G130900,TRUE,TRUE,TRUE,100,100,0,903,58.815,93,0,806
AT2G23450,AT4G24190,AT4G24190,AT2G23450,orthologs,Arabidopsis thaliana,Potri.005G241100,Potri.005G130900,TRUE,TRUE,TRUE,81.718,97,0,1300,58.815,93,0,806
AT2G23450,AT5G03240,AT5G03240,AT2G23450,orthologs,Arabidopsis thaliana,Potri.011G134200,Potri.005G130900,TRUE,TRUE,TRUE,100,99,0,603,58.815,93,0,806
AT2G23450,AT5G06860,AT5G06860,AT2G23450,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.005G130900,TRUE,TRUE,TRUE,65.909,93,1.21e-141,404,58.815,93,0,806
AT2G23450,AT5G06870,AT5G06870,AT2G23450,orthologs,Arabidopsis thaliana,Potri.006G058600,Potri.005G130900,TRUE,TRUE,TRUE,63.636,93,3.02e-132,380,58.815,93,0,806
AT2G23450,AT5G17220,AT5G17220,AT2G23450,orthologs,Arabidopsis thaliana,Potri.017G138800,Potri.005G130900,TRUE,TRUE,TRUE,56.338,99,2.52e-90,265,58.815,93,0,806
AT2G23450,AT5G37640,AT5G37640,AT2G23450,orthologs,Arabidopsis thaliana,Potri.017G036800,Potri.005G130900,TRUE,TRUE,TRUE,90.492,95,0,538,58.815,93,0,806
AT2G23450,AT5G52640,AT5G52640,AT2G23450,orthologs,Arabidopsis thaliana,Potri.017G146600,Potri.005G130900,TRUE,TRUE,TRUE,92.776,100,0,1249,58.815,93,0,806
AT2G23450,AT5G56000,AT5G56000,AT2G23450,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.005G130900,TRUE,TRUE,TRUE,91.726,100,0,1218,58.815,93,0,806
AT2G23450,AT5G56010,AT5G56010,AT2G23450,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.005G130900,TRUE,TRUE,TRUE,92.582,100,0,1224,58.815,93,0,806
AT2G23450,AT5G56030,AT5G56030,AT2G23450,orthologs,Arabidopsis thaliana,Potri.001G466000,Potri.005G130900,TRUE,TRUE,TRUE,89.589,100,0,1215,58.815,93,0,806
AT2G23950,AT1G05065,AT1G05065,AT2G23950,literature,Arabidopsis thaliana,,Potri.006G179400,FALSE,TRUE,FALSE,,,,,72.274,99,0,917
AT2G23950,AT1G06225,AT1G06225,AT2G23950,literature,Arabidopsis thaliana,Potri.013G119100,Potri.006G179400,TRUE,TRUE,TRUE,42.857,100,1.27e-14,63.2,72.274,99,0,917
AT2G23950,AT1G26600,AT1G26600,AT2G23950,literature,Arabidopsis thaliana,Potri.008G093500,Potri.006G179400,TRUE,TRUE,TRUE,53.425,57,3.46e-12,59.3,72.274,99,0,917
AT2G23950,AT1G49005,AT1G49005,AT2G23950,literature,Arabidopsis thaliana,,Potri.006G179400,FALSE,TRUE,FALSE,,,,,72.274,99,0,917
AT2G23950,AT1G63245,AT1G63245,AT2G23950,literature,Arabidopsis thaliana,,Potri.006G179400,FALSE,TRUE,FALSE,,,,,72.274,99,0,917
AT2G23950,AT1G66145,AT1G66145,AT2G23950,literature,Arabidopsis thaliana,,Potri.006G179400,FALSE,TRUE,FALSE,,,,,72.274,99,0,917
AT2G23950,AT1G67775,AT1G67775,AT2G23950,literature,Arabidopsis thaliana,,Potri.006G179400,FALSE,TRUE,FALSE,,,,,72.274,99,0,917
AT2G23950,AT1G69320,AT1G69320,AT2G23950,literature,Arabidopsis thaliana,Potri.008G093500,Potri.006G179400,TRUE,TRUE,TRUE,47.475,87,1.43e-13,62.4,72.274,99,0,917
AT2G23950,AT1G69588,AT1G69588,AT2G23950,literature,Arabidopsis thaliana,,Potri.006G179400,FALSE,TRUE,FALSE,,,,,72.274,99,0,917
AT2G23950,AT1G69970,AT1G69970,AT2G23950,literature,Arabidopsis thaliana,,Potri.006G179400,FALSE,TRUE,FALSE,,,,,72.274,99,0,917
AT2G23950,AT1G73965,AT1G73965,AT2G23950,literature,Arabidopsis thaliana,Potri.010G130400,Potri.006G179400,TRUE,TRUE,TRUE,44.348,96,1.24e-19,77.8,72.274,99,0,917
AT2G23950,AT3G24770,AT3G24770,AT2G23950,literature,Arabidopsis thaliana,Potri.002G241300,Potri.006G179400,TRUE,TRUE,TRUE,56.452,51,6.51e-13,60.8,72.274,99,0,917
AT2G23950,AT3G28455,AT3G28455,AT2G23950,literature,Arabidopsis thaliana,Potri.017G074600,Potri.006G179400,TRUE,TRUE,TRUE,47.253,95,2.06e-20,78.2,72.274,99,0,917
AT2G23950,AT4G13195,AT4G13195,AT2G23950,literature,Arabidopsis thaliana,,Potri.006G179400,FALSE,TRUE,FALSE,,,,,72.274,99,0,917
AT2G23950,AT5G12990,AT5G12990,AT2G23950,literature,Arabidopsis thaliana,,Potri.006G179400,FALSE,TRUE,FALSE,,,,,72.274,99,0,917
AT2G23950,AT5G64800,AT5G64800,AT2G23950,literature,Arabidopsis thaliana,,Potri.006G179400,FALSE,TRUE,FALSE,,,,,72.274,99,0,917
AT2G23980,AT1G14700,AT1G14700,AT2G23980,IntAct,Arabidopsis thaliana,Potri.008G139125,Potri.018G106100,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,75.968,99,0,1146
AT2G23980,AT1G14700,AT1G14700,AT2G23980,BIOGRID,Arabidopsis thaliana,Potri.008G139125,Potri.018G106100,TRUE,TRUE,TRUE,67.823,86,2.67e-169,476,75.968,99,0,1146
AT2G24450,AT1G15190,AT1G15190,AT2G24450,STRING,Arabidopsis thaliana,Potri.019G002300,Potri.018G005100,TRUE,TRUE,TRUE,41.611,54,1.05e-21,91.7,40.264,100,1.13e-57,186
AT2G24450,AT3G11700,AT3G11700,AT2G24450,STRING,Arabidopsis thaliana,Potri.016G066500,Potri.018G005100,TRUE,TRUE,TRUE,73.83,99,0,638,40.264,100,1.13e-57,186
AT2G24450,AT3G52370,AT3G52370,AT2G24450,STRING,Arabidopsis thaliana,Potri.006G200300,Potri.018G005100,TRUE,TRUE,TRUE,77.354,97,0,626,40.264,100,1.13e-57,186
AT2G24450,AT5G06920,AT5G06920,AT2G24450,STRING,Arabidopsis thaliana,Potri.013G152200,Potri.018G005100,TRUE,TRUE,TRUE,48.324,99,2.76e-101,303,40.264,100,1.13e-57,186
AT2G25470,AT4G13075,AT4G13075,AT2G25470,STRING,Arabidopsis thaliana,,Potri.003G013200,FALSE,TRUE,FALSE,,,,,35.608,99,1.96e-152,476
AT2G25540,AT1G19940,AT1G19940,AT2G25540,STRING,Arabidopsis thaliana,Potri.005G237700,Potri.006G251900,TRUE,TRUE,TRUE,69.656,99,0,726,81.089,99,0,1805
AT2G25540,AT4G18823,AT4G18823,AT2G25540,STRING,Arabidopsis thaliana,,Potri.006G251900,FALSE,TRUE,FALSE,,,,,81.089,99,0,1805
AT2G25680,AT5G19890,AT5G19890,AT2G25680,STRING,Arabidopsis thaliana,Potri.003G214500,Potri.006G246000,TRUE,TRUE,TRUE,63.855,100,5.3e-149,422,71.272,98,0,627
AT2G25790,AT1G25425,AT1G25425,AT2G25790,literature,Arabidopsis thaliana,,Potri.006G237400,FALSE,TRUE,FALSE,,,,,56.352,99,0,1033
AT2G25790,AT1G69588,AT1G69588,AT2G25790,STRING,Arabidopsis thaliana,,Potri.006G237400,FALSE,TRUE,FALSE,,,,,56.352,99,0,1033
